Evento,Escenario,Bytes/s,Paquetes/s,Temp,Duración,Cluster_k2,Cluster_k3
36,Normal,-0.1568008514099144,-0.0866085745122523,0.6405243509329579,0.0,0,2
37,Normal,-0.1568089722412539,-0.0866085745122523,-1.4076193819909306,0.0,0,0
38,Normal,-0.1568008514099144,-0.0866085745122523,-0.383547515529047,0.0,0,0
39,Normal,-0.1568008514099144,-0.0866085745122523,1.323238928574254,0.0,0,2
40,Normal,-0.156806265297474,-0.0866085745122523,0.6405243509329579,0.0,0,2
41,Normal,-0.1568008514099144,-0.0866085745122523,-1.7489766708116394,0.0,0,0
42,Normal,-0.1568008514099144,-0.0866085745122523,-0.7249048043496344,0.0,0,0
43,Normal,-0.1568008514099144,-0.0866085745122523,-1.4076193819909306,0.0,0,0
44,Normal,-0.1568035583536942,-0.0866085745122523,0.9818816397535454,0.0,0,2
45,Normal,-0.1568035583536942,-0.0866085745122523,0.6405243509329579,0.0,0,2
46,Normal,-0.1568035583536942,-0.0866085745122523,0.6405243509329579,0.0,0,2
47,Normal,-0.1568008514099144,-0.0866085745122523,0.9818816397535454,0.0,0,2
48,Normal,-0.1568008514099144,-0.0866085745122523,0.2991670621122492,0.0,0,2
49,Normal,-0.1568035583536942,-0.0866085745122523,-0.0421902267083382,0.0,0,0
50,Normal,-0.1568008514099144,-0.0866085745122523,1.6645962173949629,0.0,0,2
51,Normal,-0.156806265297474,-0.0866085745122523,-0.0421902267083382,0.0,0,0
52,Normal,-0.1568008514099144,-0.0866085745122523,-1.7489766708116394,0.0,0,0
53,Normal,-0.1567656611407764,-0.0866085745122523,-0.383547515529047,0.0,0,0
54,Normal,-0.1568008514099144,-0.0866085745122523,-1.0662620931703433,0.0,0,0
55,Normal,-0.1565734681324074,-0.0862070841576565,0.9818816397535454,0.0,0,2
56,Normal,-0.1568008514099144,-0.0866085745122523,0.9818816397535454,0.0,0,2
